,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TRPL_DBL,DBL_DBL,Fantasy_PTS
0,Kyrie Irving,34,20.0,31.0,0.645,8.0,12.0,0.667,12.0,13.0,0.923,6.0,4.0,4.0,1.0,1.0,3.0,60.0,36.0,False,False,87.0
1,Kyrie Irving,43,6.0,17.0,0.353,0.0,7.0,0.0,4.0,4.0,1.0,3.0,9.0,3.0,1.0,2.0,5.0,16.0,-3.0,False,False,40.25
1,Kyrie Irving,39,15.0,20.0,0.75,4.0,6.0,0.667,1.0,2.0,0.5,7.0,5.0,1.0,0.0,3.0,2.0,35.0,3.0,False,False,53.75
2,Kyrie Irving,39,7.0,22.0,0.318,1.0,7.0,0.143,3.0,3.0,1.0,6.0,8.0,2.0,0.0,2.0,4.0,18.0,11.0,False,False,41.0
1,Kyrie Irving,44,6.0,13.0,0.462,2.0,3.0,0.667,6.0,6.0,1.0,5.0,5.0,0.0,2.0,2.0,1.0,20.0,-3.0,False,False,37.75
0,Kyrie Irving,38,9.0,22.0,0.409,3.0,8.0,0.375,10.0,11.0,0.909,5.0,6.0,0.0,1.0,3.0,3.0,31.0,3.0,False,False,48.25
2,Kyrie Irving,31,9.0,17.0,0.529,0.0,2.0,0.0,4.0,4.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,22.0,16.0,False,False,38.75
1,Kyrie Irving,34,11.0,20.0,0.55,3.0,8.0,0.375,5.0,5.0,1.0,6.0,5.0,1.0,0.0,3.0,1.0,30.0,-12.0,False,False,47.0
0,Kyrie Irving,42,12.0,20.0,0.6,6.0,10.0,0.6,9.0,9.0,1.0,5.0,6.0,4.0,1.0,3.0,4.0,39.0,6.0,False,False,65.75
0,Kyrie Irving,31,6.0,20.0,0.3,3.0,8.0,0.375,0.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,3.0,15.0,-29.0,False,False,28.75
0,Kyrie Irving,39,14.0,26.0,0.538,2.0,6.0,0.333,8.0,9.0,0.889,5.0,5.0,2.0,0.0,2.0,3.0,38.0,4.0,False,False,55.75
0,Kyrie Irving,39,9.0,21.0,0.429,3.0,8.0,0.375,11.0,12.0,0.917,8.0,7.0,3.0,0.0,5.0,4.0,32.0,5.0,False,False,57.5
1,Kyrie Irving,30,4.0,11.0,0.364,1.0,5.0,0.2,2.0,2.0,1.0,4.0,6.0,2.0,0.0,1.0,2.0,11.0,20.0,False,False,29.0
3,Kyrie Irving,24,4.0,10.0,0.4,1.0,3.0,0.333,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,9.0,10.0,False,False,18.5
0,Kyrie Irving,41,10.0,26.0,0.385,3.0,9.0,0.333,4.0,5.0,0.8,5.0,11.0,1.0,3.0,2.0,3.0,27.0,-19.0,False,True,59.75
0,Kyrie Irving,39,7.0,18.0,0.389,4.0,8.0,0.5,6.0,6.0,1.0,1.0,4.0,1.0,0.0,6.0,4.0,24.0,6.0,False,False,32.25
0,Kyrie Irving,41,10.0,22.0,0.455,3.0,8.0,0.375,6.0,6.0,1.0,5.0,5.0,2.0,1.0,2.0,3.0,29.0,-5.0,False,False,49.25
1,Kyrie Irving,40,4.0,13.0,0.308,0.0,1.0,0.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,3.0,10.0,-9.0,False,False,22.5
0,Kyrie Irving,43,15.0,27.0,0.556,6.0,11.0,0.545,7.0,7.0,1.0,2.0,8.0,1.0,1.0,3.0,5.0,43.0,-5.0,False,False,63.0
0,Kyrie Irving,40,13.0,24.0,0.542,8.0,16.0,0.5,8.0,8.0,1.0,3.0,6.0,2.0,1.0,4.0,2.0,42.0,21.0,False,False,62.75
1,Kyrie Irving,37,8.0,18.0,0.444,2.0,6.0,0.333,1.0,1.0,1.0,4.0,6.0,3.0,0.0,3.0,3.0,19.0,-5.0,False,False,38.5
1,Kyrie Irving,37,15.0,19.0,0.789,9.0,12.0,0.75,11.0,13.0,0.846,3.0,6.0,1.0,1.0,3.0,4.0,50.0,14.0,False,False,69.75
0,Kyrie Irving,44,12.0,32.0,0.375,7.0,14.0,0.5,0.0,0.0,0.0,2.0,6.0,1.0,0.0,2.0,5.0,31.0,-6.0,False,False,47.0
2,Kyrie Irving,37,12.0,23.0,0.522,3.0,6.0,0.5,0.0,0.0,0.0,7.0,9.0,1.0,0.0,2.0,3.0,27.0,14.0,False,False,51.75
1,Kyrie Irving,35,10.0,21.0,0.476,3.0,6.0,0.5,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,24.0,13.0,False,False,35.25
1,Kyrie Irving,37,13.0,23.0,0.565,2.0,8.0,0.25,2.0,2.0,1.0,3.0,7.0,1.0,0.0,3.0,3.0,30.0,13.0,False,False,45.75
1,Kyrie Irving,36,5.0,15.0,0.333,2.0,5.0,0.4,2.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,14.0,3.0,False,False,24.25
1,Kyrie Irving,44,9.0,22.0,0.409,4.0,9.0,0.444,3.0,3.0,1.0,3.0,5.0,2.0,0.0,3.0,2.0,25.0,-2.0,False,False,40.75
1,Kyrie Irving,36,10.0,20.0,0.5,3.0,8.0,0.375,3.0,4.0,0.75,4.0,3.0,1.0,0.0,2.0,2.0,26.0,-17.0,False,False,38.0
1,Kyrie Irving,39,9.0,21.0,0.429,3.0,8.0,0.375,1.0,1.0,1.0,8.0,4.0,1.0,1.0,4.0,2.0,22.0,0.0,False,False,41.5
0,Kyrie Irving,41,12.0,15.0,0.8,3.0,6.0,0.5,7.0,7.0,1.0,3.0,12.0,1.0,0.0,4.0,5.0,34.0,2.0,False,True,58.75
0,Kyrie Irving,42,9.0,26.0,0.346,3.0,12.0,0.25,3.0,3.0,1.0,8.0,7.0,3.0,0.0,3.0,3.0,24.0,17.0,False,False,50.5
6,LaMarcus Aldridge,22,6.0,10.0,0.6,0.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,13.0,-10.0,False,False,24.75
3,LaMarcus Aldridge,23,7.0,12.0,0.583,0.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,3.0,15.0,-4.0,False,False,22.25
6,LaMarcus Aldridge,23,7.0,10.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,2.0,14.0,2.0,False,False,23.25
4,LaMarcus Aldridge,20,5.0,13.0,0.385,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,3.0,0.0,10.0,1.0,False,False,21.75
4,LaMarcus Aldridge,27,8.0,12.0,0.667,0.0,1.0,0.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,18.0,-11.0,False,False,25.0
3,LaMarcus Aldridge,23,7.0,10.0,0.7,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0,15.0,-3.0,False,False,33.75
4,LaMarcus Aldridge,27,4.0,10.0,0.4,1.0,3.0,0.333,3.0,3.0,1.0,8.0,0.0,0.0,2.0,1.0,5.0,12.0,11.0,False,False,26.0
3,LaMarcus Aldridge,32,10.0,17.0,0.588,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,20.0,5.0,False,False,30.75
2,LaMarcus Aldridge,32,7.0,16.0,0.438,0.0,1.0,0.0,4.0,6.0,0.667,8.0,0.0,0.0,1.0,1.0,3.0,18.0,4.0,False,False,29.5
6,LaMarcus Aldridge,34,10.0,14.0,0.714,0.0,2.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,4.0,21.0,14.0,False,True,38.25
4,LaMarcus Aldridge,29,6.0,12.0,0.5,1.0,2.0,0.5,3.0,3.0,1.0,9.0,3.0,0.0,0.0,0.0,1.0,16.0,1.0,False,False,32.25
6,LaMarcus Aldridge,18,3.0,8.0,0.375,0.0,1.0,0.0,5.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,11.0,-10.0,False,False,14.25
6,LaMarcus Aldridge,23,8.0,13.0,0.615,1.0,1.0,1.0,2.0,3.0,0.667,7.0,0.0,1.0,2.0,1.0,2.0,19.0,-5.0,False,False,33.75
6,LaMarcus Aldridge,32,11.0,15.0,0.733,0.0,0.0,0.0,5.0,5.0,1.0,6.0,3.0,0.0,2.0,0.0,2.0,27.0,4.0,False,False,43.0
6,LaMarcus Aldridge,28,10.0,16.0,0.625,0.0,1.0,0.0,1.0,3.0,0.333,8.0,0.0,1.0,1.0,1.0,4.0,21.0,5.0,False,False,34.5
6,LaMarcus Aldridge,22,8.0,14.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,2.0,16.0,7.0,False,False,29.75
2,LaMarcus Aldridge,24,4.0,8.0,0.5,1.0,1.0,1.0,6.0,6.0,1.0,5.0,1.0,0.0,1.0,4.0,4.0,15.0,-7.0,False,False,23.25
2,LaMarcus Aldridge,31,4.0,10.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,1.0,8.0,11.0,False,False,20.5
3,LaMarcus Aldridge,28,7.0,13.0,0.538,0.0,0.0,0.0,3.0,4.0,0.75,9.0,1.0,1.0,1.0,0.0,0.0,17.0,13.0,False,False,33.75
6,LaMarcus Aldridge,30,11.0,19.0,0.579,0.0,2.0,0.0,2.0,2.0,1.0,7.0,2.0,0.0,1.0,1.0,2.0,24.0,4.0,False,False,37.25
3,LaMarcus Aldridge,34,5.0,10.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,5.0,2.0,0.0,1.0,1.0,4.0,13.0,8.0,False,False,24.25
3,LaMelo Ball,29,6.0,13.0,0.462,5.0,8.0,0.625,4.0,4.0,1.0,5.0,7.0,2.0,0.0,3.0,3.0,21.0,20.0,False,False,42.75
2,LaMelo Ball,37,12.0,25.0,0.48,5.0,10.0,0.5,4.0,6.0,0.667,9.0,5.0,4.0,0.0,4.0,4.0,33.0,6.0,False,False,60.25
4,LaMelo Ball,28,11.0,23.0,0.478,7.0,9.0,0.778,2.0,2.0,1.0,9.0,7.0,2.0,0.0,2.0,3.0,31.0,0.0,False,False,59.25
0,LaMelo Ball,38,11.0,16.0,0.688,3.0,4.0,0.75,4.0,5.0,0.8,10.0,13.0,1.0,1.0,4.0,3.0,29.0,45.0,True,False,67.5
2,LaMelo Ball,32,8.0,16.0,0.5,1.0,5.0,0.2,8.0,9.0,0.889,3.0,7.0,1.0,0.0,4.0,4.0,25.0,-19.0,False,False,39.75
1,LaMelo Ball,31,6.0,12.0,0.5,2.0,7.0,0.286,3.0,4.0,0.75,6.0,9.0,3.0,0.0,1.0,2.0,17.0,14.0,False,False,44.5
1,LaMelo Ball,32,8.0,21.0,0.381,5.0,12.0,0.417,4.0,4.0,1.0,4.0,2.0,1.0,0.0,4.0,5.0,25.0,-2.0,False,False,35.5
3,LaMelo Ball,30,9.0,22.0,0.409,2.0,8.0,0.25,4.0,5.0,0.8,5.0,7.0,2.0,0.0,4.0,1.0,24.0,-4.0,False,False,43.75
4,LaMelo Ball,28,6.0,12.0,0.5,0.0,4.0,0.0,3.0,3.0,1.0,8.0,4.0,0.0,1.0,6.0,5.0,15.0,-17.0,False,False,30.0
2,LaMelo Ball,32,10.0,14.0,0.714,7.0,9.0,0.778,4.0,5.0,0.8,5.0,12.0,4.0,0.0,2.0,2.0,31.0,16.0,False,True,67.25
3,LaMelo Ball,26,8.0,19.0,0.421,2.0,7.0,0.286,1.0,2.0,0.5,9.0,8.0,1.0,0.0,2.0,5.0,19.0,-2.0,False,False,44.25
4,LaMelo Ball,32,7.0,19.0,0.368,7.0,14.0,0.5,4.0,4.0,1.0,5.0,9.0,0.0,0.0,6.0,6.0,25.0,1.0,False,False,45.25
2,LaMelo Ball,29,5.0,16.0,0.313,2.0,7.0,0.286,1.0,1.0,1.0,5.0,6.0,1.0,0.0,6.0,2.0,13.0,10.0,False,False,28.25
2,LaMelo Ball,32,6.0,12.0,0.5,4.0,9.0,0.444,1.0,1.0,1.0,4.0,9.0,0.0,2.0,1.0,1.0,17.0,6.0,False,False,41.0
1,LaMelo Ball,35,4.0,18.0,0.222,2.0,7.0,0.286,1.0,1.0,1.0,6.0,14.0,2.0,0.0,5.0,3.0,11.0,19.0,False,True,43.5
3,LaMelo Ball,33,5.0,14.0,0.357,0.0,6.0,0.0,4.0,4.0,1.0,5.0,8.0,4.0,0.0,4.0,4.0,14.0,-4.0,False,False,38.25
2,LaMelo Ball,33,10.0,20.0,0.5,4.0,9.0,0.444,3.0,4.0,0.75,9.0,7.0,1.0,0.0,1.0,2.0,27.0,15.0,False,False,52.25
2,LaMelo Ball,38,5.0,15.0,0.333,1.0,9.0,0.111,3.0,4.0,0.75,10.0,14.0,0.0,1.0,5.0,6.0,14.0,1.0,True,False,50.5
0,LaMelo Ball,36,8.0,18.0,0.444,1.0,8.0,0.125,3.0,3.0,1.0,5.0,15.0,3.0,0.0,6.0,4.0,20.0,20.0,False,True,53.75
2,LaMelo Ball,24,2.0,12.0,0.167,1.0,6.0,0.167,4.0,4.0,1.0,10.0,7.0,2.0,1.0,2.0,2.0,9.0,-22.0,False,False,37.5
2,LaMelo Ball,40,8.0,22.0,0.364,3.0,8.0,0.375,3.0,5.0,0.6,9.0,6.0,1.0,1.0,2.0,6.0,22.0,-12.0,False,False,46.75
2,LaMelo Ball,32,5.0,15.0,0.333,3.0,6.0,0.5,2.0,2.0,1.0,10.0,10.0,0.0,1.0,8.0,2.0,15.0,3.0,True,False,45.0
2,LaMelo Ball,33,8.0,13.0,0.615,1.0,4.0,0.25,4.0,5.0,0.8,12.0,9.0,1.0,0.0,4.0,2.0,21.0,13.0,False,True,51.5
2,LaMelo Ball,33,9.0,22.0,0.409,2.0,6.0,0.333,1.0,1.0,1.0,4.0,5.0,2.0,0.0,2.0,4.0,21.0,4.0,False,False,37.5
0,LaMelo Ball,39,12.0,22.0,0.545,4.0,9.0,0.444,4.0,4.0,1.0,11.0,8.0,1.0,0.0,5.0,1.0,32.0,14.0,False,True,60.75
4,LaMelo Ball,21,5.0,11.0,0.455,2.0,6.0,0.333,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,3.0,12.0,-12.0,False,False,24.5
0,LaMelo Ball,38,7.0,25.0,0.28,4.0,14.0,0.286,8.0,10.0,0.8,5.0,8.0,1.0,0.0,3.0,5.0,26.0,-13.0,False,False,46.75
0,LaMelo Ball,29,4.0,10.0,0.4,0.0,3.0,0.0,2.0,3.0,0.667,6.0,13.0,1.0,0.0,4.0,2.0,10.0,9.0,False,True,38.5
2,LaMelo Ball,31,5.0,14.0,0.357,2.0,3.0,0.667,3.0,3.0,1.0,6.0,3.0,0.0,0.0,6.0,5.0,15.0,-20.0,False,False,25.0
1,LaMelo Ball,37,4.0,13.0,0.308,0.0,5.0,0.0,4.0,5.0,0.8,17.0,9.0,5.0,1.0,4.0,2.0,12.0,18.0,False,True,58.25
1,LaMelo Ball,38,10.0,24.0,0.417,3.0,9.0,0.333,5.0,7.0,0.714,13.0,7.0,3.0,1.0,6.0,1.0,28.0,12.0,False,True,62.75
1,LaMelo Ball,28,8.0,16.0,0.5,6.0,7.0,0.857,2.0,2.0,1.0,10.0,9.0,1.0,0.0,8.0,1.0,24.0,19.0,False,True,52.5
1,LaMelo Ball,33,6.0,17.0,0.353,0.0,8.0,0.0,7.0,7.0,1.0,6.0,4.0,0.0,1.0,4.0,4.0,19.0,-18.0,False,False,32.5
3,LaMelo Ball,30,8.0,18.0,0.444,3.0,7.0,0.429,4.0,4.0,1.0,4.0,8.0,3.0,0.0,3.0,5.0,23.0,-13.0,False,False,46.0
0,LaMelo Ball,44,5.0,19.0,0.263,1.0,6.0,0.167,4.0,5.0,0.8,4.0,9.0,4.0,0.0,7.0,5.0,15.0,-10.0,False,False,38.5
3,LaMelo Ball,32,5.0,15.0,0.333,3.0,8.0,0.375,5.0,6.0,0.833,7.0,13.0,2.0,1.0,3.0,3.0,18.0,-9.0,False,True,53.75
3,LaMelo Ball,34,7.0,18.0,0.389,2.0,8.0,0.25,4.0,6.0,0.667,7.0,2.0,1.0,1.0,1.0,3.0,20.0,21.0,False,False,36.25
1,LaMelo Ball,37,10.0,21.0,0.476,7.0,12.0,0.583,6.0,8.0,0.75,7.0,9.0,3.0,0.0,1.0,3.0,33.0,13.0,False,False,64.25
1,LaMelo Ball,34,8.0,21.0,0.381,4.0,11.0,0.364,2.0,2.0,1.0,6.0,11.0,2.0,0.0,3.0,4.0,22.0,-2.0,False,True,52.0
1,LaMelo Ball,32,5.0,13.0,0.385,2.0,7.0,0.286,0.0,1.0,0.0,9.0,8.0,2.0,0.0,4.0,3.0,12.0,-7.0,False,False,38.25
3,LaMelo Ball,30,2.0,14.0,0.143,0.0,5.0,0.0,2.0,2.0,1.0,5.0,6.0,0.0,1.0,2.0,3.0,6.0,-11.0,False,False,22.25
3,LaMelo Ball,30,9.0,14.0,0.643,4.0,8.0,0.5,2.0,2.0,1.0,3.0,13.0,0.0,0.0,2.0,1.0,24.0,-16.0,False,True,49.75
2,LaMelo Ball,38,6.0,24.0,0.25,3.0,8.0,0.375,2.0,2.0,1.0,7.0,7.0,1.0,2.0,4.0,3.0,17.0,-1.0,False,False,41.75
0,LaMelo Ball,30,6.0,12.0,0.5,5.0,8.0,0.625,0.0,0.0,0.0,4.0,7.0,4.0,1.0,0.0,3.0,17.0,29.0,False,False,45.0
2,LaMelo Ball,34,5.0,18.0,0.278,3.0,7.0,0.429,2.0,2.0,1.0,9.0,11.0,2.0,1.0,1.0,2.0,15.0,-7.0,False,True,51.25
2,LaMelo Ball,25,7.0,17.0,0.412,4.0,9.0,0.444,4.0,4.0,1.0,4.0,4.0,0.0,0.0,2.0,4.0,22.0,-2.0,False,False,34.0
4,LaMelo Ball,24,3.0,14.0,0.214,1.0,5.0,0.2,0.0,0.0,0.0,6.0,3.0,3.0,0.0,3.0,2.0,7.0,-7.0,False,False,24.0
3,LaMelo Ball,29,7.0,16.0,0.438,4.0,9.0,0.444,6.0,6.0,1.0,8.0,7.0,0.0,1.0,4.0,2.0,24.0,7.0,False,False,46.5
3,LaMelo Ball,31,8.0,19.0,0.421,2.0,5.0,0.4,3.0,3.0,1.0,7.0,3.0,3.0,0.0,2.0,5.0,21.0,-14.0,False,False,40.25
3,LaMelo Ball,35,8.0,19.0,0.421,4.0,12.0,0.333,3.0,3.0,1.0,5.0,3.0,0.0,0.0,4.0,0.0,23.0,-2.0,False,False,33.75
2,LaMelo Ball,23,5.0,12.0,0.417,3.0,6.0,0.5,4.0,6.0,0.667,3.0,1.0,0.0,1.0,1.0,1.0,17.0,-32.0,False,False,25.25
2,LaMelo Ball,30,9.0,18.0,0.5,4.0,7.0,0.571,2.0,2.0,1.0,4.0,2.0,1.0,0.0,3.0,4.0,24.0,-23.0,False,False,34.5
1,LaMelo Ball,38,13.0,23.0,0.565,6.0,14.0,0.429,0.0,0.0,0.0,9.0,5.0,1.0,0.0,4.0,5.0,32.0,-12.0,False,False,53.75
2,LaMelo Ball,37,8.0,19.0,0.421,1.0,6.0,0.167,6.0,6.0,1.0,5.0,10.0,2.0,0.0,0.0,3.0,23.0,-6.0,False,True,50.25
1,LaMelo Ball,28,11.0,17.0,0.647,3.0,5.0,0.6,2.0,2.0,1.0,4.0,5.0,1.0,0.0,2.0,4.0,27.0,-10.0,False,False,42.0
1,LaMelo Ball,34,12.0,22.0,0.545,5.0,8.0,0.625,1.0,1.0,1.0,7.0,6.0,2.0,2.0,3.0,6.0,30.0,14.0,False,False,56.75
3,LaMelo Ball,24,5.0,11.0,0.455,1.0,5.0,0.2,5.0,5.0,1.0,5.0,4.0,4.0,1.0,3.0,4.0,16.0,-1.0,False,False,37.25
0,LaMelo Ball,34,10.0,21.0,0.476,4.0,10.0,0.4,2.0,2.0,1.0,8.0,9.0,4.0,0.0,3.0,1.0,26.0,12.0,False,False,58.0
0,LaMelo Ball,36,7.0,16.0,0.438,5.0,10.0,0.5,3.0,3.0,1.0,8.0,11.0,1.0,1.0,3.0,4.0,22.0,24.0,False,True,55.0
1,LaMelo Ball,41,8.0,19.0,0.421,3.0,8.0,0.375,6.0,6.0,1.0,16.0,11.0,1.0,1.0,3.0,2.0,25.0,6.0,True,False,68.5
4,LaMelo Ball,7,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,2.0,0.0,1.0,4.0,2.0,4.0,False,False,11.5
2,LaMelo Ball,38,12.0,24.0,0.5,4.0,10.0,0.4,10.0,13.0,0.769,6.0,9.0,2.0,0.0,3.0,2.0,38.0,-13.0,False,False,63.5
1,LaMelo Ball,37,8.0,17.0,0.471,4.0,8.0,0.5,1.0,1.0,1.0,7.0,5.0,3.0,0.0,4.0,5.0,21.0,13.0,False,False,43.25
1,LaMelo Ball,39,7.0,19.0,0.368,2.0,6.0,0.333,3.0,3.0,1.0,11.0,13.0,1.0,0.0,2.0,5.0,19.0,-14.0,True,False,57.25
1,LaMelo Ball,27,5.0,12.0,0.417,3.0,6.0,0.5,0.0,0.0,0.0,2.0,5.0,2.0,0.0,6.0,1.0,13.0,-31.0,False,False,25.5
3,LaMelo Ball,31,8.0,21.0,0.381,2.0,9.0,0.222,0.0,1.0,0.0,4.0,2.0,0.0,0.0,2.0,4.0,18.0,-1.0,False,False,26.0
3,LaMelo Ball,35,5.0,16.0,0.313,0.0,8.0,0.0,3.0,3.0,1.0,7.0,8.0,1.0,0.0,1.0,0.0,13.0,18.0,False,False,35.25
3,LaMelo Ball,26,4.0,12.0,0.333,2.0,6.0,0.333,0.0,0.0,0.0,9.0,8.0,0.0,1.0,1.0,3.0,10.0,1.0,False,False,35.75
4,LaMelo Ball,24,6.0,12.0,0.5,4.0,7.0,0.571,0.0,0.0,0.0,5.0,7.0,2.0,0.0,1.0,2.0,16.0,17.0,False,False,38.25
3,LaMelo Ball,26,8.0,18.0,0.444,1.0,6.0,0.167,1.0,1.0,1.0,5.0,5.0,0.0,1.0,0.0,3.0,18.0,13.0,False,False,34.25
0,LaMelo Ball,29,4.0,11.0,0.364,3.0,9.0,0.333,1.0,2.0,0.5,8.0,12.0,1.0,1.0,4.0,2.0,12.0,22.0,False,True,45.0
1,LaMelo Ball,29,8.0,16.0,0.5,5.0,9.0,0.556,3.0,3.0,1.0,5.0,9.0,0.0,0.0,4.0,5.0,24.0,19.0,False,False,44.25
1,LaMelo Ball,34,7.0,13.0,0.538,4.0,9.0,0.444,0.0,0.0,0.0,5.0,14.0,1.0,0.0,5.0,3.0,18.0,-14.0,False,True,48.25
2,LaMelo Ball,32,8.0,20.0,0.4,3.0,7.0,0.429,2.0,2.0,1.0,6.0,11.0,0.0,1.0,4.0,6.0,21.0,-14.0,False,True,48.0
2,LaMelo Ball,28,8.0,12.0,0.667,1.0,3.0,0.333,0.0,0.0,0.0,3.0,6.0,5.0,0.0,3.0,3.0,17.0,3.0,False,False,38.75
0,LaMelo Ball,41,12.0,22.0,0.545,8.0,15.0,0.533,4.0,4.0,1.0,5.0,9.0,3.0,1.0,7.0,4.0,36.0,2.0,False,False,64.25
4,Lamar Stevens,11,3.0,5.0,0.6,1.0,2.0,0.5,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,8.0,-6.0,False,False,14.75
6,Lamar Stevens,23,5.0,12.0,0.417,2.0,3.0,0.667,4.0,6.0,0.667,6.0,2.0,1.0,0.0,2.0,4.0,16.0,-17.0,False,False,28.5
4,Lamar Stevens,29,10.0,15.0,0.667,1.0,2.0,0.5,2.0,2.0,1.0,7.0,2.0,2.0,0.0,1.0,3.0,23.0,18.0,False,False,38.75
6,Lamar Stevens,25,5.0,9.0,0.556,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,4.0,13.0,7.0,False,False,21.5
6,Lamar Stevens,19,4.0,7.0,0.571,0.0,0.0,0.0,1.0,2.0,0.5,4.0,0.0,0.0,2.0,0.0,1.0,9.0,12.0,False,False,18.0
6,Lamar Stevens,26,6.0,10.0,0.6,0.0,3.0,0.0,6.0,7.0,0.857,3.0,2.0,1.0,3.0,0.0,4.0,18.0,2.0,False,False,32.75
4,Lamar Stevens,18,2.0,5.0,0.4,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,-13.0,False,False,7.5
4,Lamar Stevens,16,1.0,5.0,0.2,0.0,2.0,0.0,1.0,2.0,0.5,3.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,False,False,8.25
6,Lamar Stevens,26,6.0,9.0,0.667,0.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,2.0,4.0,16.0,9.0,False,False,20.0
4,Lamar Stevens,31,4.0,9.0,0.444,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,1.0,0.0,0.0,1.0,8.0,1.0,False,False,20.5
4,Lamar Stevens,24,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,2.0,3.0,0.0,0.0,2.0,2.0,1.0,-2.0,False,False,7.0
2,Lamar Stevens,34,8.0,12.0,0.667,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,3.0,2.0,16.0,0.0,False,False,25.5
4,Lamar Stevens,12,2.0,5.0,0.4,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,5.0,-5.0,False,False,11.5
1,Lamar Stevens,33,8.0,11.0,0.727,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,2.0,2.0,17.0,7.0,False,False,26.5
4,Lamar Stevens,20,4.0,5.0,0.8,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,9.0,-1.0,False,False,19.25
6,Lamar Stevens,31,6.0,13.0,0.462,0.0,4.0,0.0,3.0,4.0,0.75,3.0,2.0,1.0,0.0,0.0,1.0,15.0,1.0,False,False,23.75
4,Lamar Stevens,16,6.0,7.0,0.857,1.0,1.0,1.0,2.0,3.0,0.667,5.0,0.0,1.0,0.0,1.0,2.0,15.0,2.0,False,False,23.25
4,Lamar Stevens,18,4.0,6.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,8.0,-10.0,False,False,16.0
4,Lamar Stevens,20,4.0,7.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,8.0,8.0,False,False,17.25
6,Lance Stephenson,28,5.0,10.0,0.5,0.0,2.0,0.0,4.0,6.0,0.667,6.0,10.0,0.0,0.0,2.0,1.0,14.0,-7.0,False,True,37.0
6,Lance Stephenson,27,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,3.0,0.0,2.0,4.0,2.0,25.0,False,False,31.0
6,Lance Stephenson,32,12.0,19.0,0.632,4.0,8.0,0.5,2.0,2.0,1.0,2.0,5.0,1.0,0.0,3.0,3.0,30.0,-6.0,False,False,42.5
6,Lance Stephenson,31,7.0,16.0,0.438,1.0,3.0,0.333,6.0,6.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,21.0,10.0,False,False,32.75
1,Lance Stephenson,34,7.0,15.0,0.467,0.0,2.0,0.0,10.0,12.0,0.833,9.0,8.0,0.0,0.0,1.0,2.0,24.0,-3.0,False,False,46.75
6,Lance Stephenson,22,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,8.0,5.0,0.0,0.0,1.0,1.0,1.0,12.0,False,False,18.0
