,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TRPL_DBL,DBL_DBL,Fantasy_PTS
0,Keldon Johnson,29,8.0,17.0,0.471,3.0,7.0,0.429,1.0,2.0,0.5,11.0,4.0,2.0,0.0,2.0,2.0,20.0,-11.0,False,True,45.75
4,Keldon Johnson,18,5.0,15.0,0.333,3.0,9.0,0.333,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,15.0,-18.0,False,False,18.75
2,Keldon Johnson,33,8.0,15.0,0.533,4.0,9.0,0.444,3.0,4.0,0.75,3.0,6.0,1.0,0.0,2.0,4.0,23.0,16.0,False,False,38.75
2,Keldon Johnson,35,6.0,23.0,0.261,1.0,8.0,0.125,2.0,3.0,0.667,9.0,2.0,1.0,0.0,2.0,2.0,15.0,-11.0,False,False,30.75
0,Keldon Johnson,31,8.0,14.0,0.571,4.0,7.0,0.571,5.0,6.0,0.833,3.0,4.0,0.0,0.0,3.0,0.0,25.0,-16.0,False,False,35.25
4,Keldon Johnson,16,2.0,9.0,0.222,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,-20.0,False,False,5.75
3,Kelly Olynyk,28,7.0,13.0,0.538,2.0,5.0,0.4,11.0,13.0,0.846,11.0,2.0,1.0,0.0,3.0,5.0,27.0,-7.0,False,True,46.75
4,Kelly Olynyk,19,2.0,5.0,0.4,0.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,4.0,5.0,5.0,19.0,False,False,13.0
3,Kelly Olynyk,22,3.0,4.0,0.75,0.0,0.0,0.0,4.0,4.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,10.0,8.0,False,False,20.75
4,Kelly Olynyk,20,3.0,6.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,4.0,7.0,-5.0,False,False,19.25
2,Kelly Olynyk,31,2.0,6.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,6.0,4.0,0.0,3.0,1.0,3.0,5.0,7.0,False,False,24.5
2,Kelly Olynyk,36,4.0,7.0,0.571,1.0,2.0,0.5,3.0,4.0,0.75,7.0,3.0,1.0,3.0,2.0,5.0,12.0,19.0,False,False,32.75
1,Kelly Olynyk,29,1.0,8.0,0.125,0.0,2.0,0.0,2.0,6.0,0.333,8.0,6.0,1.0,0.0,4.0,6.0,4.0,8.0,False,False,23.0
4,Kelly Olynyk,29,2.0,4.0,0.5,1.0,2.0,0.5,4.0,4.0,1.0,4.0,4.0,1.0,0.0,3.0,5.0,9.0,10.0,False,False,21.0
4,Kelly Olynyk,26,4.0,5.0,0.8,2.0,2.0,1.0,3.0,4.0,0.75,9.0,4.0,0.0,0.0,5.0,2.0,13.0,8.0,False,False,28.75
1,Kelly Olynyk,34,8.0,10.0,0.8,4.0,6.0,0.667,3.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,4.0,23.0,6.0,False,False,42.75
4,Kelly Olynyk,21,2.0,7.0,0.286,0.0,3.0,0.0,3.0,4.0,0.75,3.0,1.0,4.0,1.0,2.0,6.0,7.0,5.0,False,False,21.25
2,Kelly Olynyk,33,9.0,13.0,0.692,3.0,6.0,0.5,0.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,3.0,21.0,-19.0,False,False,34.5
2,Kelly Olynyk,28,4.0,10.0,0.4,2.0,5.0,0.4,0.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,4.0,10.0,-20.0,False,False,22.25
2,Kelly Olynyk,29,4.0,9.0,0.444,0.0,4.0,0.0,6.0,6.0,1.0,6.0,1.0,1.0,0.0,2.0,5.0,14.0,-16.0,False,False,24.0
3,Kelly Olynyk,34,8.0,14.0,0.571,5.0,6.0,0.833,0.0,0.0,0.0,3.0,3.0,4.0,1.0,4.0,6.0,21.0,7.0,False,False,39.75
1,Kelly Olynyk,35,4.0,7.0,0.571,0.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,1.0,0.0,2.0,8.0,1.0,False,False,26.75
1,Kelly Olynyk,37,7.0,12.0,0.583,2.0,3.0,0.667,4.0,5.0,0.8,3.0,5.0,1.0,0.0,1.0,4.0,20.0,-8.0,False,False,33.75
4,Kelly Olynyk,20,6.0,10.0,0.6,1.0,3.0,0.333,1.0,2.0,0.5,6.0,2.0,0.0,0.0,2.0,3.0,14.0,-11.0,False,False,24.0
2,Kelly Olynyk,33,3.0,7.0,0.429,1.0,4.0,0.25,3.0,4.0,0.75,6.0,3.0,2.0,1.0,0.0,3.0,10.0,6.0,False,False,28.5
2,Kelly Olynyk,30,7.0,10.0,0.7,3.0,3.0,1.0,1.0,2.0,0.5,4.0,3.0,1.0,0.0,0.0,4.0,18.0,17.0,False,False,31.0
3,Kelly Olynyk,33,8.0,13.0,0.615,5.0,10.0,0.5,2.0,3.0,0.667,4.0,4.0,1.0,2.0,2.0,2.0,23.0,-4.0,False,False,41.5
2,Kelly Olynyk,31,6.0,7.0,0.857,3.0,3.0,1.0,4.0,4.0,1.0,7.0,4.0,2.0,0.0,1.0,4.0,19.0,-4.0,False,False,38.75
4,Kelly Olynyk,22,3.0,5.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,1.0,5.0,6.0,3.0,False,False,19.75
4,Kelly Olynyk,14,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,8.0,-8.0,False,False,9.0
1,Kelly Oubre Jr.,32,9.0,20.0,0.45,3.0,6.0,0.5,3.0,3.0,1.0,10.0,0.0,1.0,0.0,1.0,4.0,24.0,12.0,False,True,41.0
2,Kelly Oubre Jr.,35,8.0,21.0,0.381,1.0,7.0,0.143,0.0,0.0,0.0,13.0,2.0,2.0,0.0,1.0,4.0,17.0,-11.0,False,True,41.75
3,Kelly Oubre Jr.,28,8.0,20.0,0.4,1.0,7.0,0.143,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,20.0,-3.0,False,False,21.25
2,Kelly Oubre Jr.,30,6.0,13.0,0.462,2.0,6.0,0.333,1.0,2.0,0.5,4.0,0.0,3.0,0.0,2.0,4.0,15.0,-24.0,False,False,26.0
2,Kelly Oubre Jr.,24,5.0,12.0,0.417,2.0,5.0,0.4,5.0,6.0,0.833,1.0,1.0,2.0,0.0,2.0,3.0,17.0,-40.0,False,False,23.75
4,Kelly Oubre Jr.,25,6.0,13.0,0.462,4.0,8.0,0.5,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,2.0,16.0,-10.0,False,False,27.0
3,Kelly Oubre Jr.,22,5.0,10.0,0.5,1.0,3.0,0.333,2.0,3.0,0.667,4.0,2.0,3.0,0.0,0.0,4.0,13.0,36.0,False,False,27.5
4,Kelly Oubre Jr.,29,10.0,20.0,0.5,1.0,7.0,0.143,2.0,2.0,1.0,7.0,0.0,1.0,1.0,0.0,3.0,23.0,-3.0,False,False,36.25
0,Kelly Oubre Jr.,35,5.0,19.0,0.263,1.0,11.0,0.091,5.0,7.0,0.714,8.0,3.0,1.0,0.0,1.0,2.0,16.0,-4.0,False,False,32.5
2,Kelly Oubre Jr.,32,6.0,15.0,0.4,0.0,6.0,0.0,2.0,2.0,1.0,4.0,1.0,2.0,0.0,1.0,3.0,14.0,4.0,False,False,24.0
2,Kelly Oubre Jr.,31,5.0,14.0,0.357,4.0,11.0,0.364,4.0,7.0,0.571,1.0,0.0,0.0,0.0,1.0,5.0,18.0,-14.0,False,False,20.75
1,Kelly Oubre Jr.,38,7.0,18.0,0.389,3.0,7.0,0.429,1.0,2.0,0.5,5.0,5.0,0.0,1.0,0.0,0.0,18.0,10.0,False,False,35.25
2,Kelly Oubre Jr.,38,11.0,20.0,0.55,7.0,13.0,0.538,0.0,0.0,0.0,7.0,2.0,2.0,1.0,3.0,5.0,29.0,2.0,False,False,48.75
3,Kelly Oubre Jr.,35,7.0,18.0,0.389,1.0,6.0,0.167,2.0,3.0,0.667,5.0,0.0,2.0,1.0,2.0,5.0,17.0,-10.0,False,False,28.75
2,Kelly Oubre Jr.,30,9.0,17.0,0.529,5.0,11.0,0.455,1.0,2.0,0.5,5.0,1.0,2.0,1.0,0.0,2.0,24.0,-10.0,False,False,40.25
3,Kelly Oubre Jr.,38,12.0,21.0,0.571,5.0,9.0,0.556,5.0,5.0,1.0,3.0,0.0,3.0,0.0,2.0,6.0,34.0,6.0,False,False,45.25
1,Kelly Oubre Jr.,34,10.0,21.0,0.476,3.0,7.0,0.429,5.0,8.0,0.625,6.0,2.0,3.0,0.0,0.0,1.0,28.0,7.0,False,False,46.0
1,Kelly Oubre Jr.,33,8.0,16.0,0.5,2.0,5.0,0.4,2.0,3.0,0.667,8.0,1.0,0.0,1.0,1.0,1.0,20.0,-22.0,False,False,34.0
3,Kelly Oubre Jr.,26,11.0,18.0,0.611,0.0,4.0,0.0,0.0,1.0,0.0,5.0,3.0,2.0,0.0,3.0,2.0,22.0,-37.0,False,False,35.25
2,Kelly Oubre Jr.,33,5.0,18.0,0.278,0.0,6.0,0.0,6.0,8.0,0.75,5.0,0.0,6.0,0.0,1.0,4.0,16.0,17.0,False,False,33.75
3,Kelly Oubre Jr.,21,4.0,16.0,0.25,2.0,10.0,0.2,2.0,4.0,0.5,4.0,1.0,0.0,0.0,1.0,1.0,12.0,-13.0,False,False,19.0
4,Kendrick Nunn,18,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,-3.0,False,False,8.25
7,Kendrick Nunn,19,4.0,12.0,0.333,1.0,4.0,0.25,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,9.0,9.0,False,False,14.5
2,Kendrick Nunn,26,7.0,11.0,0.636,2.0,4.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,18.0,-11.0,False,False,20.25
6,Kendrick Nunn,23,5.0,9.0,0.556,3.0,6.0,0.5,0.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,13.0,-19.0,False,False,21.75
6,Kenrich Williams,22,2.0,5.0,0.4,1.0,2.0,0.5,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,5.0,-4.0,False,False,16.5
7,Kenrich Williams,20,1.0,3.0,0.333,0.0,0.0,0.0,1.0,2.0,0.5,3.0,3.0,2.0,0.0,0.0,1.0,3.0,13.0,False,False,15.25
6,Kenrich Williams,25,5.0,8.0,0.625,0.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,2.0,10.0,-9.0,False,False,23.75
4,Kenrich Williams,22,2.0,7.0,0.286,1.0,3.0,0.333,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,5.0,-13.0,False,False,14.5
4,Kenrich Williams,17,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,-4.0,False,False,6.25
4,Kenrich Williams,18,3.0,8.0,0.375,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,6.0,-9.0,False,False,11.5
7,Kenrich Williams,25,5.0,8.0,0.625,2.0,4.0,0.5,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,12.0,-9.0,False,False,22.75
6,Kenrich Williams,33,4.0,7.0,0.571,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,2.0,8.0,12.0,False,False,21.25
6,Kenrich Williams,26,5.0,8.0,0.625,1.0,3.0,0.333,0.0,2.0,0.0,8.0,4.0,1.0,0.0,0.0,3.0,11.0,11.0,False,False,29.5
6,Kenrich Williams,18,3.0,6.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,-7.0,False,False,13.75
3,Kentavious Caldwell-Pope,29,4.0,10.0,0.4,2.0,5.0,0.4,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,4.0,10.0,11.0,False,False,22.5
3,Kentavious Caldwell-Pope,23,3.0,4.0,0.75,2.0,3.0,0.667,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,2.0,False,False,14.0
0,Kentavious Caldwell-Pope,30,2.0,6.0,0.333,1.0,3.0,0.333,1.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,2.0,6.0,-15.0,False,False,18.0
2,Kentavious Caldwell-Pope,31,5.0,8.0,0.625,1.0,3.0,0.333,0.0,0.0,0.0,4.0,3.0,3.0,0.0,2.0,1.0,11.0,17.0,False,False,26.0
1,Kentavious Caldwell-Pope,31,5.0,9.0,0.556,2.0,5.0,0.4,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,13.0,-2.0,False,False,17.75
1,Kentavious Caldwell-Pope,31,7.0,13.0,0.538,6.0,10.0,0.6,1.0,1.0,1.0,5.0,2.0,0.0,0.0,2.0,5.0,21.0,16.0,False,False,32.25
2,Kentavious Caldwell-Pope,35,4.0,9.0,0.444,3.0,6.0,0.5,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,11.0,14.0,False,False,19.75
2,Kentavious Caldwell-Pope,31,5.0,7.0,0.714,3.0,4.0,0.75,2.0,2.0,1.0,8.0,2.0,2.0,0.0,3.0,0.0,15.0,9.0,False,False,32.0
1,Kentavious Caldwell-Pope,33,5.0,11.0,0.455,5.0,7.0,0.714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,-6.0,False,False,19.0
3,Kentavious Caldwell-Pope,30,2.0,4.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,6.0,23.0,False,False,10.0
1,Kentavious Caldwell-Pope,33,3.0,8.0,0.375,3.0,4.0,0.75,0.0,0.0,0.0,5.0,5.0,1.0,2.0,1.0,1.0,9.0,5.0,False,False,29.75
2,Kentavious Caldwell-Pope,41,4.0,10.0,0.4,3.0,8.0,0.375,4.0,6.0,0.667,7.0,1.0,0.0,1.0,2.0,4.0,15.0,12.0,False,False,27.75
0,Kentavious Caldwell-Pope,38,2.0,11.0,0.182,1.0,5.0,0.2,4.0,4.0,1.0,4.0,3.0,1.0,0.0,4.0,0.0,9.0,8.0,False,False,19.0
4,Kentavious Caldwell-Pope,25,4.0,7.0,0.571,3.0,5.0,0.6,2.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,13.0,12.0,False,False,23.0
1,Kentavious Caldwell-Pope,35,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,False,False,21.5
0,Kentavious Caldwell-Pope,33,7.0,13.0,0.538,3.0,5.0,0.6,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,18.0,-17.0,False,False,25.5
1,Kentavious Caldwell-Pope,32,7.0,14.0,0.5,3.0,6.0,0.5,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,3.0,17.0,-10.0,False,False,28.0
4,Kentavious Caldwell-Pope,24,2.0,7.0,0.286,1.0,3.0,0.333,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,8.0,False,False,15.25
3,Kentavious Caldwell-Pope,24,3.0,8.0,0.375,0.0,2.0,0.0,4.0,5.0,0.8,3.0,2.0,2.0,0.0,1.0,1.0,10.0,25.0,False,False,20.25
1,Kentavious Caldwell-Pope,26,5.0,6.0,0.833,2.0,3.0,0.667,0.0,3.0,0.0,1.0,3.0,4.0,0.0,2.0,3.0,12.0,16.0,False,False,25.75
7,Kenyon Martin Jr.,20,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,-2.0,False,False,8.75
7,Kenyon Martin Jr.,18,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,2.0,2.0,0.0,0.0,0.0,0.0,3.0,-16.0,False,False,8.5
6,Kenyon Martin Jr.,22,1.0,7.0,0.143,0.0,2.0,0.0,4.0,4.0,1.0,5.0,0.0,1.0,0.0,1.0,4.0,6.0,-10.0,False,False,13.75
6,Kenyon Martin Jr.,20,4.0,7.0,0.571,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,8.0,-8.0,False,False,15.25
7,Kenyon Martin Jr.,16,4.0,6.0,0.667,1.0,1.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,-11.0,False,False,16.5
6,Kenyon Martin Jr.,24,4.0,5.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,10.0,0.0,False,False,16.75
6,Kenyon Martin Jr.,22,5.0,6.0,0.833,2.0,3.0,0.667,1.0,2.0,0.5,6.0,0.0,0.0,2.0,0.0,3.0,13.0,18.0,False,False,25.5
6,Kenyon Martin Jr.,25,4.0,7.0,0.571,0.0,3.0,0.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,3.0,2.0,9.0,1.0,False,False,17.75
2,Kenyon Martin Jr.,29,6.0,11.0,0.545,2.0,5.0,0.4,0.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,14.0,-5.0,False,False,23.75
6,Kenyon Martin Jr.,27,5.0,9.0,0.556,2.0,5.0,0.4,3.0,5.0,0.6,6.0,1.0,0.0,0.0,0.0,0.0,15.0,-14.0,False,False,25.0
0,Kenyon Martin Jr.,31,6.0,8.0,0.75,3.0,5.0,0.6,2.0,3.0,0.667,3.0,1.0,1.0,0.0,2.0,1.0,17.0,-19.0,False,False,24.75
6,Kenyon Martin Jr.,25,8.0,14.0,0.571,4.0,8.0,0.5,1.0,2.0,0.5,4.0,5.0,0.0,2.0,1.0,2.0,21.0,14.0,False,False,39.0
2,Kenyon Martin Jr.,34,1.0,9.0,0.111,1.0,6.0,0.167,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,-4.0,False,False,16.5
6,Kenyon Martin Jr.,23,4.0,6.0,0.667,1.0,2.0,0.5,3.0,4.0,0.75,4.0,1.0,1.0,0.0,0.0,0.0,12.0,12.0,False,False,21.0
4,Kenyon Martin Jr.,26,5.0,9.0,0.556,0.0,2.0,0.0,2.0,4.0,0.5,8.0,1.0,1.0,0.0,2.0,4.0,12.0,6.0,False,False,24.5
2,Kenyon Martin Jr.,33,10.0,13.0,0.769,1.0,1.0,1.0,0.0,0.0,0.0,15.0,2.0,1.0,0.0,5.0,3.0,21.0,8.0,False,True,44.25
6,Kenyon Martin Jr.,24,3.0,9.0,0.333,0.0,2.0,0.0,5.0,7.0,0.714,10.0,3.0,0.0,0.0,1.0,4.0,11.0,4.0,False,True,29.0
7,Kenyon Martin Jr.,24,3.0,5.0,0.6,1.0,2.0,0.5,1.0,2.0,0.5,5.0,3.0,1.0,1.0,3.0,2.0,8.0,12.0,False,False,21.75
6,Kenyon Martin Jr.,24,4.0,6.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,8.0,-2.0,False,False,12.75
6,Kenyon Martin Jr.,28,9.0,17.0,0.529,2.0,8.0,0.25,3.0,6.0,0.5,6.0,1.0,1.0,2.0,1.0,3.0,23.0,3.0,False,False,38.5
7,Keon Johnson,23,4.0,13.0,0.308,2.0,8.0,0.25,1.0,2.0,0.5,2.0,1.0,2.0,0.0,3.0,4.0,11.0,2.0,False,False,18.5
7,Keon Johnson,17,4.0,9.0,0.444,2.0,5.0,0.4,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,1.0,10.0,-3.0,False,False,21.25
7,Keon Johnson,16,3.0,7.0,0.429,1.0,4.0,0.25,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,1.0,8.0,-5.0,False,False,15.25
6,Keon Johnson,30,3.0,12.0,0.25,2.0,3.0,0.667,0.0,2.0,0.0,2.0,3.0,1.0,0.0,4.0,2.0,8.0,-16.0,False,False,16.0
1,Kevin Durant,38,8.0,20.0,0.4,1.0,5.0,0.2,9.0,9.0,1.0,5.0,2.0,3.0,4.0,3.0,0.0,26.0,-3.0,False,False,48.25
2,Kevin Durant,35,8.0,18.0,0.444,3.0,9.0,0.333,8.0,10.0,0.8,5.0,6.0,0.0,2.0,5.0,2.0,27.0,-8.0,False,False,45.25
0,Kevin Durant,35,9.0,16.0,0.563,0.0,3.0,0.0,8.0,8.0,1.0,7.0,7.0,1.0,1.0,4.0,3.0,26.0,5.0,False,False,47.25
0,Kevin Durant,32,5.0,10.0,0.5,2.0,5.0,0.4,0.0,0.0,0.0,7.0,5.0,0.0,3.0,4.0,2.0,12.0,30.0,False,False,33.25
0,Kevin Durant,38,13.0,22.0,0.591,1.0,4.0,0.25,8.0,10.0,0.8,8.0,3.0,0.0,1.0,4.0,4.0,35.0,15.0,False,False,50.0
1,Kevin Durant,38,10.0,20.0,0.5,1.0,3.0,0.333,5.0,7.0,0.714,4.0,4.0,2.0,1.0,3.0,5.0,26.0,1.0,False,False,42.0
2,Kevin Durant,36,12.0,20.0,0.6,3.0,6.0,0.5,4.0,4.0,1.0,5.0,5.0,0.0,0.0,1.0,4.0,31.0,21.0,False,False,45.75
0,Kevin Durant,37,9.0,16.0,0.563,2.0,4.0,0.5,12.0,12.0,1.0,9.0,6.0,1.0,2.0,7.0,3.0,32.0,-7.0,False,False,55.75
0,Kevin Durant,34,10.0,16.0,0.625,3.0,5.0,0.6,4.0,4.0,1.0,6.0,3.0,2.0,2.0,3.0,4.0,27.0,16.0,False,False,47.0
1,Kevin Durant,37,10.0,20.0,0.5,1.0,4.0,0.25,6.0,6.0,1.0,8.0,2.0,0.0,3.0,3.0,2.0,27.0,13.0,False,False,45.0
0,Kevin Durant,37,8.0,16.0,0.5,2.0,3.0,0.667,13.0,15.0,0.867,9.0,7.0,0.0,2.0,3.0,2.0,31.0,-15.0,False,False,56.25
0,Kevin Durant,38,19.0,24.0,0.792,3.0,5.0,0.6,4.0,4.0,1.0,7.0,5.0,2.0,2.0,6.0,4.0,45.0,11.0,False,False,67.75
0,Kevin Durant,39,14.0,20.0,0.7,1.0,3.0,0.333,8.0,9.0,0.889,5.0,4.0,0.0,0.0,1.0,4.0,37.0,-10.0,False,False,49.25
1,Kevin Durant,41,12.0,21.0,0.571,2.0,5.0,0.4,11.0,11.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,37.0,-6.0,False,False,53.75
1,Kevin Durant,39,13.0,22.0,0.591,2.0,5.0,0.4,8.0,8.0,1.0,9.0,7.0,1.0,1.0,3.0,2.0,36.0,8.0,False,False,61.25
0,Kevin Durant,30,8.0,15.0,0.533,0.0,1.0,0.0,11.0,11.0,1.0,4.0,6.0,0.0,1.0,2.0,2.0,27.0,-31.0,False,False,42.0
1,Kevin Durant,38,10.0,23.0,0.435,1.0,4.0,0.25,12.0,13.0,0.923,6.0,3.0,0.0,2.0,5.0,3.0,33.0,-17.0,False,False,47.0
1,Kevin Durant,36,9.0,14.0,0.643,0.0,1.0,0.0,2.0,2.0,1.0,5.0,5.0,0.0,2.0,3.0,0.0,20.0,-10.0,False,False,36.25
0,Kevin Durant,33,10.0,21.0,0.476,2.0,6.0,0.333,6.0,6.0,1.0,9.0,11.0,0.0,1.0,2.0,1.0,28.0,35.0,False,True,59.25
3,Kevin Durant,36,13.0,20.0,0.65,2.0,3.0,0.667,11.0,11.0,1.0,5.0,5.0,0.0,1.0,1.0,4.0,39.0,-1.0,False,False,55.25
0,Kevin Durant,34,10.0,19.0,0.526,1.0,5.0,0.2,8.0,10.0,0.8,12.0,12.0,1.0,2.0,1.0,1.0,29.0,32.0,True,False,71.0
1,Kevin Durant,38,15.0,31.0,0.484,3.0,12.0,0.25,3.0,4.0,0.75,9.0,8.0,0.0,2.0,5.0,4.0,36.0,0.0,False,False,62.25
2,Kevin Durant,31,11.0,21.0,0.524,2.0,6.0,0.333,8.0,9.0,0.889,3.0,2.0,1.0,4.0,4.0,4.0,32.0,-23.0,False,False,47.75
3,Kevin Huerter,29,4.0,10.0,0.4,3.0,7.0,0.429,2.0,2.0,1.0,4.0,5.0,1.0,1.0,2.0,5.0,13.0,-7.0,False,False,30.0
1,Kevin Huerter,32,8.0,15.0,0.533,0.0,5.0,0.0,2.0,3.0,0.667,7.0,3.0,3.0,0.0,2.0,2.0,18.0,-6.0,False,False,36.25
1,Kevin Huerter,32,6.0,13.0,0.462,4.0,9.0,0.444,0.0,1.0,0.0,6.0,2.0,3.0,2.0,3.0,1.0,16.0,6.0,False,False,37.0
3,Kevin Huerter,32,6.0,9.0,0.667,4.0,6.0,0.667,1.0,4.0,0.25,5.0,4.0,0.0,0.0,3.0,1.0,17.0,2.0,False,False,29.75
1,Kevin Huerter,31,2.0,10.0,0.2,0.0,6.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,2.0,2.0,7.0,-13.0,False,False,16.25
0,Kevin Huerter,38,9.0,17.0,0.529,4.0,9.0,0.444,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,22.0,-1.0,False,False,31.0
2,Kevin Huerter,31,4.0,9.0,0.444,3.0,6.0,0.5,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,2.0,11.0,-13.0,False,False,21.25
2,Kevin Huerter,33,6.0,10.0,0.6,4.0,7.0,0.571,2.0,4.0,0.5,6.0,1.0,3.0,1.0,3.0,3.0,18.0,-2.0,False,False,35.5
1,Kevin Huerter,30,3.0,14.0,0.214,1.0,8.0,0.125,2.0,2.0,1.0,5.0,4.0,0.0,0.0,2.0,3.0,9.0,5.0,False,False,20.75
0,Kevin Huerter,34,3.0,11.0,0.273,1.0,5.0,0.2,0.0,0.0,0.0,2.0,6.0,1.0,1.0,2.0,3.0,7.0,2.0,False,False,22.0
3,Kevin Huerter,28,8.0,12.0,0.667,6.0,9.0,0.667,1.0,2.0,0.5,3.0,2.0,1.0,0.0,1.0,2.0,23.0,16.0,False,False,34.25
0,Kevin Huerter,38,10.0,19.0,0.526,4.0,11.0,0.364,0.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,4.0,24.0,20.0,False,False,40.75
1,Kevin Huerter,35,8.0,16.0,0.5,5.0,10.0,0.5,5.0,5.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,26.0,10.0,False,False,43.5
3,Kevin Huerter,29,3.0,7.0,0.429,2.0,5.0,0.4,6.0,7.0,0.857,0.0,2.0,2.0,1.0,1.0,3.0,14.0,12.0,False,False,23.5
0,Kevin Huerter,29,7.0,10.0,0.7,5.0,7.0,0.714,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,19.0,40.0,False,False,29.5
4,Kevin Huerter,19,3.0,8.0,0.375,1.0,4.0,0.25,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,7.0,7.0,False,False,13.0
3,Kevin Huerter,32,3.0,7.0,0.429,3.0,6.0,0.5,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,9.0,-16.0,False,False,16.25
3,Kevin Huerter,32,5.0,9.0,0.556,5.0,8.0,0.625,3.0,4.0,0.75,3.0,5.0,0.0,0.0,1.0,4.0,18.0,5.0,False,False,31.25
0,Kevin Huerter,27,5.0,10.0,0.5,2.0,6.0,0.333,1.0,2.0,0.5,5.0,0.0,0.0,0.0,0.0,1.0,13.0,25.0,False,False,20.25
0,Kevin Huerter,38,8.0,11.0,0.727,7.0,8.0,0.875,4.0,6.0,0.667,3.0,7.0,0.0,0.0,0.0,2.0,27.0,5.0,False,False,44.75
