,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TRPL_DBL,DBL_DBL,Fantasy_PTS
4,Edmond Sumner,18,7.0,10.0,0.7,3.0,4.0,0.75,1.0,2.0,0.5,5.0,1.0,2.0,0.0,0.0,2.0,18.0,24.0,False,False,31.25
4,Edmond Sumner,17,2.0,6.0,0.333,2.0,3.0,0.667,0.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,2.0,6.0,-9.0,False,False,16.5
3,Edmond Sumner,25,5.0,12.0,0.417,1.0,5.0,0.2,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,13.0,-5.0,False,False,16.75
2,Edmond Sumner,21,4.0,9.0,0.444,1.0,4.0,0.25,9.0,9.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,18.0,-20.0,False,False,24.75
3,Eric Gordon,29,5.0,12.0,0.417,3.0,7.0,0.429,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,14.0,0.0,False,False,22.0
2,Eric Gordon,29,5.0,9.0,0.556,5.0,8.0,0.625,4.0,5.0,0.8,1.0,4.0,1.0,0.0,1.0,0.0,19.0,-10.0,False,False,30.25
4,Eric Gordon,31,5.0,11.0,0.455,1.0,4.0,0.25,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,13.0,8.0,False,False,20.0
4,Eric Gordon,25,1.0,4.0,0.25,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,-8.0,False,False,4.75
2,Eric Gordon,28,4.0,10.0,0.4,3.0,7.0,0.429,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,-10.0,False,False,16.5
3,Eric Gordon,29,4.0,9.0,0.444,1.0,4.0,0.25,2.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,11.0,8.0,False,False,18.25
0,Eric Gordon,35,5.0,12.0,0.417,2.0,5.0,0.4,5.0,7.0,0.714,4.0,4.0,0.0,0.0,4.0,2.0,17.0,-6.0,False,False,27.0
3,Eric Gordon,30,5.0,11.0,0.455,2.0,4.0,0.5,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,12.0,-10.0,False,False,25.5
2,Eric Gordon,30,3.0,9.0,0.333,1.0,4.0,0.25,3.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,10.0,13.0,False,False,14.25
1,Eric Gordon,33,6.0,10.0,0.6,4.0,7.0,0.571,2.0,2.0,1.0,3.0,5.0,1.0,1.0,5.0,1.0,18.0,1.0,False,False,32.75
4,Eric Gordon,27,5.0,7.0,0.714,4.0,6.0,0.667,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,15.0,17.0,False,False,20.5
2,Eric Gordon,32,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,-7.0,False,False,9.0
3,Eric Gordon,26,4.0,9.0,0.444,2.0,6.0,0.333,1.0,2.0,0.5,1.0,4.0,0.0,0.0,1.0,1.0,11.0,-10.0,False,False,18.75
1,Eric Gordon,36,8.0,17.0,0.471,1.0,6.0,0.167,7.0,7.0,1.0,6.0,3.0,1.0,2.0,2.0,1.0,24.0,8.0,False,False,41.5
2,Eric Gordon,30,6.0,11.0,0.545,2.0,6.0,0.333,1.0,1.0,1.0,1.0,5.0,0.0,1.0,2.0,2.0,15.0,-15.0,False,False,25.75
3,Eric Gordon,30,6.0,12.0,0.5,2.0,7.0,0.286,2.0,3.0,0.667,2.0,3.0,2.0,0.0,1.0,0.0,16.0,-6.0,False,False,27.5
4,Eric Gordon,28,3.0,10.0,0.3,1.0,6.0,0.167,3.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,10.0,-14.0,False,False,18.75
4,Eric Gordon,18,1.0,4.0,0.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,-11.0,False,False,0.5
4,Evan Fournier,20,4.0,12.0,0.333,3.0,7.0,0.429,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,11.0,-22.0,False,False,16.5
3,Evan Fournier,18,1.0,6.0,0.167,1.0,4.0,0.25,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,-20.0,False,False,6.5
4,Evan Fournier,26,2.0,8.0,0.25,2.0,8.0,0.25,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,8.0,False,False,14.5
3,Evan Fournier,33,4.0,11.0,0.364,3.0,6.0,0.5,3.0,3.0,1.0,4.0,3.0,2.0,0.0,0.0,2.0,14.0,-1.0,False,False,29.0
4,Evan Fournier,24,6.0,11.0,0.545,2.0,6.0,0.333,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,6.0,14.0,4.0,False,False,22.75
7,Evan Fournier,20,2.0,7.0,0.286,2.0,5.0,0.4,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,6.0,-6.0,False,False,14.0
3,Evan Fournier,28,6.0,9.0,0.667,3.0,5.0,0.6,1.0,2.0,0.5,3.0,1.0,1.0,0.0,0.0,2.0,16.0,-3.0,False,False,24.75
4,Evan Fournier,19,3.0,8.0,0.375,2.0,5.0,0.4,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,8.0,-1.0,False,False,16.75
3,Evan Mobley,33,12.0,18.0,0.667,0.0,0.0,0.0,2.0,2.0,1.0,8.0,1.0,0.0,0.0,3.0,6.0,26.0,-20.0,False,False,36.0
1,Evan Mobley,34,6.0,13.0,0.462,0.0,2.0,0.0,4.0,4.0,1.0,7.0,3.0,1.0,1.0,2.0,5.0,16.0,18.0,False,False,32.25
2,Evan Mobley,30,5.0,14.0,0.357,0.0,1.0,0.0,1.0,2.0,0.5,8.0,2.0,0.0,8.0,1.0,0.0,11.0,0.0,False,False,39.5
1,Evan Mobley,34,9.0,15.0,0.6,0.0,0.0,0.0,2.0,4.0,0.5,3.0,3.0,1.0,1.0,3.0,4.0,20.0,3.0,False,False,30.75
2,Evan Mobley,41,7.0,12.0,0.583,1.0,3.0,0.333,4.0,6.0,0.667,10.0,3.0,1.0,2.0,2.0,4.0,19.0,2.0,False,True,43.0
3,Evan Mobley,31,9.0,14.0,0.643,0.0,0.0,0.0,2.0,4.0,0.5,7.0,2.0,1.0,2.0,0.0,3.0,20.0,-13.0,False,False,37.75
2,Evan Mobley,36,2.0,7.0,0.286,0.0,0.0,0.0,6.0,6.0,1.0,7.0,2.0,2.0,1.0,2.0,3.0,10.0,-3.0,False,False,26.75
0,Evan Mobley,30,7.0,12.0,0.583,0.0,0.0,0.0,1.0,2.0,0.5,10.0,5.0,1.0,0.0,3.0,2.0,15.0,15.0,False,True,37.0
2,Evan Mobley,30,2.0,7.0,0.286,0.0,1.0,0.0,1.0,2.0,0.5,7.0,3.0,2.0,1.0,1.0,3.0,5.0,1.0,False,False,23.75
0,Evan Mobley,38,8.0,15.0,0.533,0.0,0.0,0.0,4.0,5.0,0.8,13.0,4.0,0.0,2.0,3.0,3.0,20.0,1.0,False,True,46.25
1,Evan Mobley,32,7.0,14.0,0.5,0.0,4.0,0.0,4.0,6.0,0.667,15.0,1.0,1.0,2.0,1.0,1.0,18.0,-8.0,False,True,45.25
2,Evan Mobley,35,4.0,6.0,0.667,0.0,0.0,0.0,2.0,2.0,1.0,9.0,3.0,1.0,1.0,4.0,2.0,10.0,5.0,False,False,27.75
0,Evan Mobley,35,5.0,9.0,0.556,1.0,3.0,0.333,3.0,4.0,0.75,6.0,1.0,1.0,1.0,3.0,1.0,14.0,-14.0,False,False,26.0
1,Evan Mobley,32,1.0,4.0,0.25,0.0,0.0,0.0,2.0,6.0,0.333,13.0,3.0,2.0,0.0,3.0,4.0,4.0,-14.0,False,False,27.25
2,Evan Mobley,35,7.0,10.0,0.7,0.0,0.0,0.0,2.0,3.0,0.667,6.0,0.0,1.0,0.0,2.0,3.0,16.0,-1.0,False,False,24.5
3,Evan Mobley,23,8.0,10.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,1.0,4.0,16.0,23.0,False,False,32.0
4,Evan Mobley,24,7.0,9.0,0.778,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,16.0,7.0,False,False,23.75
3,Evan Mobley,29,2.0,12.0,0.167,0.0,1.0,0.0,4.0,4.0,1.0,8.0,0.0,3.0,0.0,2.0,0.0,8.0,-16.0,False,False,23.0
2,Evan Mobley,45,9.0,14.0,0.643,0.0,1.0,0.0,3.0,4.0,0.75,18.0,5.0,1.0,2.0,1.0,4.0,21.0,15.0,False,True,58.0
4,Evan Mobley,32,7.0,8.0,0.875,0.0,1.0,0.0,1.0,2.0,0.5,7.0,2.0,0.0,0.0,3.0,3.0,15.0,15.0,False,False,25.25
1,Evan Mobley,39,8.0,12.0,0.667,2.0,2.0,1.0,2.0,5.0,0.4,13.0,1.0,0.0,1.0,3.0,3.0,20.0,4.0,False,True,40.75
2,Evan Mobley,35,4.0,10.0,0.4,0.0,0.0,0.0,2.0,4.0,0.5,12.0,3.0,0.0,3.0,2.0,2.0,10.0,0.0,False,True,36.0
1,Franz Wagner,34,10.0,20.0,0.5,0.0,4.0,0.0,2.0,3.0,0.667,5.0,5.0,1.0,1.0,5.0,3.0,22.0,2.0,False,False,37.25
3,Franz Wagner,26,6.0,11.0,0.545,1.0,4.0,0.25,4.0,5.0,0.8,3.0,2.0,0.0,1.0,2.0,1.0,17.0,-15.0,False,False,25.25
1,Franz Wagner,31,8.0,17.0,0.471,2.0,6.0,0.333,4.0,4.0,1.0,6.0,3.0,0.0,0.0,4.0,2.0,22.0,-4.0,False,False,33.0
0,Franz Wagner,40,13.0,22.0,0.591,1.0,5.0,0.2,4.0,5.0,0.8,3.0,6.0,3.0,0.0,2.0,4.0,31.0,3.0,False,False,49.25
4,Franz Wagner,23,5.0,8.0,0.625,1.0,3.0,0.333,2.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,13.0,23.0,False,False,21.75
4,Franz Wagner,30,8.0,16.0,0.5,3.0,6.0,0.5,2.0,3.0,0.667,2.0,2.0,2.0,0.0,4.0,5.0,21.0,-13.0,False,False,30.0
2,Franz Wagner,32,9.0,12.0,0.75,3.0,4.0,0.75,2.0,2.0,1.0,5.0,7.0,0.0,0.0,2.0,2.0,23.0,2.0,False,False,40.25
3,Franz Wagner,30,7.0,15.0,0.467,0.0,3.0,0.0,3.0,4.0,0.75,6.0,3.0,0.0,0.0,2.0,3.0,17.0,5.0,False,False,28.0
1,Franz Wagner,30,6.0,11.0,0.545,0.0,1.0,0.0,8.0,10.0,0.8,6.0,3.0,1.0,0.0,3.0,5.0,20.0,-16.0,False,False,32.5
1,Franz Wagner,34,8.0,18.0,0.444,2.0,6.0,0.333,2.0,2.0,1.0,4.0,5.0,0.0,0.0,5.0,2.0,20.0,-2.0,False,False,31.0
1,Franz Wagner,36,8.0,18.0,0.444,1.0,5.0,0.2,3.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,2.0,20.0,12.0,False,False,37.25
0,Franz Wagner,36,7.0,12.0,0.583,1.0,5.0,0.2,9.0,10.0,0.9,4.0,1.0,1.0,0.0,2.0,2.0,24.0,-8.0,False,False,32.0
3,Franz Wagner,30,9.0,17.0,0.529,5.0,9.0,0.556,6.0,6.0,1.0,5.0,3.0,1.0,0.0,2.0,3.0,29.0,-4.0,False,False,43.25
0,Franz Wagner,36,7.0,12.0,0.583,1.0,1.0,1.0,4.0,5.0,0.8,3.0,2.0,0.0,0.0,4.0,2.0,19.0,2.0,False,False,24.25
2,Franz Wagner,34,8.0,17.0,0.471,2.0,6.0,0.333,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,1.0,18.0,-17.0,False,False,31.0
1,Franz Wagner,33,9.0,17.0,0.529,0.0,3.0,0.0,4.0,4.0,1.0,3.0,6.0,0.0,0.0,3.0,2.0,22.0,13.0,False,False,33.25
0,Franz Wagner,33,9.0,17.0,0.529,1.0,1.0,1.0,4.0,4.0,1.0,6.0,3.0,0.0,0.0,3.0,2.0,23.0,-11.0,False,False,34.0
0,Franz Wagner,35,4.0,10.0,0.4,0.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,3.0,3.0,8.0,-8.0,False,False,27.75
0,Franz Wagner,35,5.0,15.0,0.333,1.0,6.0,0.167,3.0,4.0,0.75,6.0,5.0,0.0,0.0,2.0,3.0,14.0,4.0,False,False,28.5
0,Franz Wagner,34,7.0,17.0,0.412,1.0,1.0,1.0,3.0,4.0,0.75,6.0,4.0,0.0,1.0,2.0,3.0,18.0,-25.0,False,False,33.0
0,Franz Wagner,35,3.0,12.0,0.25,0.0,3.0,0.0,5.0,6.0,0.833,2.0,4.0,0.0,1.0,3.0,2.0,11.0,-8.0,False,False,20.0
2,Franz Wagner,33,5.0,9.0,0.556,2.0,3.0,0.667,8.0,9.0,0.889,3.0,8.0,1.0,0.0,3.0,6.0,20.0,11.0,False,False,37.25
1,Fred VanVleet,34,10.0,19.0,0.526,6.0,10.0,0.6,1.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,27.0,-8.0,False,False,46.75
1,Fred VanVleet,35,12.0,26.0,0.462,7.0,16.0,0.438,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,32.0,-1.0,False,False,54.75
2,Fred VanVleet,39,6.0,16.0,0.375,4.0,6.0,0.667,8.0,9.0,0.889,4.0,9.0,1.0,0.0,2.0,1.0,24.0,13.0,False,False,45.5
0,Fred VanVleet,37,7.0,11.0,0.636,4.0,6.0,0.667,0.0,0.0,0.0,7.0,9.0,4.0,1.0,0.0,3.0,18.0,3.0,False,False,52.25
2,Fred VanVleet,28,5.0,12.0,0.417,3.0,7.0,0.429,2.0,5.0,0.4,2.0,3.0,2.0,0.0,3.0,3.0,15.0,-22.0,False,False,26.0
3,Fred VanVleet,20,1.0,8.0,0.125,0.0,7.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,2.0,2.0,2.0,-23.0,False,False,19.5
1,Fred VanVleet,39,9.0,22.0,0.409,5.0,13.0,0.385,7.0,7.0,1.0,5.0,11.0,0.0,0.0,1.0,1.0,30.0,27.0,False,True,56.25
2,Fred VanVleet,38,2.0,9.0,0.222,1.0,6.0,0.167,2.0,2.0,1.0,2.0,10.0,3.0,0.0,1.0,5.0,7.0,6.0,False,False,30.5
1,Fred VanVleet,44,4.0,18.0,0.222,1.0,11.0,0.091,6.0,6.0,1.0,2.0,5.0,0.0,0.0,2.0,3.0,15.0,-16.0,False,False,24.5
2,Fred VanVleet,39,7.0,21.0,0.333,3.0,10.0,0.3,6.0,7.0,0.857,1.0,8.0,0.0,0.0,3.0,5.0,23.0,10.0,False,False,36.25
1,Fred VanVleet,32,5.0,15.0,0.333,3.0,6.0,0.5,0.0,0.0,0.0,2.0,5.0,1.0,0.0,2.0,2.0,13.0,24.0,False,False,25.5
0,Fred VanVleet,38,4.0,9.0,0.444,3.0,6.0,0.5,4.0,4.0,1.0,2.0,5.0,4.0,0.0,1.0,3.0,15.0,7.0,False,False,34.0
1,Fred VanVleet,40,7.0,18.0,0.389,3.0,9.0,0.333,9.0,10.0,0.9,6.0,7.0,1.0,0.0,3.0,2.0,26.0,12.0,False,False,46.0
0,Fred VanVleet,38,5.0,12.0,0.417,2.0,5.0,0.4,3.0,3.0,1.0,6.0,8.0,2.0,3.0,2.0,1.0,15.0,8.0,False,False,44.5
2,Fred VanVleet,34,0.0,11.0,0.0,0.0,8.0,0.0,1.0,3.0,0.333,3.0,5.0,1.0,0.0,1.0,3.0,1.0,-19.0,False,False,13.75
6,Furkan Korkmaz,18,1.0,5.0,0.2,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,-2.0,False,False,15.5
7,Furkan Korkmaz,20,2.0,6.0,0.333,1.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,-8.0,False,False,6.5
7,Furkan Korkmaz,20,3.0,9.0,0.333,2.0,4.0,0.5,1.0,2.0,0.5,4.0,1.0,0.0,0.0,0.0,0.0,9.0,12.0,False,False,16.5
6,Gabe Vincent,28,3.0,12.0,0.25,2.0,7.0,0.286,2.0,3.0,0.667,1.0,4.0,1.0,0.0,0.0,4.0,10.0,8.0,False,False,20.25
7,Gabe Vincent,19,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,-14.0,False,False,6.25
7,Gabe Vincent,30,2.0,7.0,0.286,0.0,4.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,0.0,2.0,4.0,4.0,29.0,False,False,21.5
6,Gabe Vincent,30,7.0,13.0,0.538,3.0,8.0,0.375,3.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,20.0,-6.0,False,False,26.5
7,Gabe Vincent,20,2.0,5.0,0.4,0.0,2.0,0.0,4.0,4.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,8.0,11.0,False,False,19.25
7,Gabe Vincent,19,4.0,7.0,0.571,2.0,4.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,10.0,-3.0,False,False,14.0
6,Gabe Vincent,24,4.0,9.0,0.444,2.0,5.0,0.4,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,10.0,-13.0,False,False,21.0
6,Gabe Vincent,25,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,1.0,4.0,1.0,1.0,2.0,1.0,3.0,-18.0,False,False,13.25
7,Gabe Vincent,17,3.0,8.0,0.375,1.0,4.0,0.25,2.0,3.0,0.667,1.0,3.0,1.0,0.0,0.0,3.0,9.0,-3.0,False,False,17.25
7,Gabe Vincent,18,1.0,9.0,0.111,0.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,9.0,False,False,9.25
7,Gabe Vincent,23,3.0,7.0,0.429,1.0,5.0,0.2,2.0,2.0,1.0,7.0,4.0,0.0,0.0,3.0,2.0,9.0,0.0,False,False,22.75
7,Gabe Vincent,16,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,2.0,7.0,False,False,4.5
6,Gabe Vincent,35,5.0,13.0,0.385,3.0,9.0,0.333,2.0,3.0,0.667,1.0,3.0,2.0,1.0,3.0,3.0,15.0,-5.0,False,False,26.75
6,Gabe Vincent,37,3.0,11.0,0.273,2.0,7.0,0.286,4.0,4.0,1.0,4.0,2.0,1.0,0.0,0.0,4.0,12.0,2.0,False,False,23.0
6,Gabe Vincent,25,6.0,10.0,0.6,3.0,6.0,0.5,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,5.0,15.0,1.0,False,False,25.75
6,Gabe Vincent,32,6.0,11.0,0.545,3.0,8.0,0.375,1.0,1.0,1.0,2.0,5.0,0.0,0.0,2.0,4.0,16.0,-8.0,False,False,26.5
6,Gabe Vincent,24,7.0,13.0,0.538,3.0,5.0,0.6,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,17.0,-6.0,False,False,22.5
7,Garrett Temple,17,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,-17.0,False,False,11.75
6,Garrison Mathews,20,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,False,False,8.25
7,Garrison Mathews,15,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,-2.0,False,False,7.5
6,Garrison Mathews,22,4.0,6.0,0.667,3.0,5.0,0.6,9.0,9.0,1.0,4.0,2.0,2.0,0.0,1.0,3.0,20.0,5.0,False,False,33.0
6,Garrison Mathews,18,3.0,4.0,0.75,3.0,4.0,0.75,2.0,3.0,0.667,2.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0,False,False,15.0
7,Garrison Mathews,16,2.0,7.0,0.286,2.0,7.0,0.286,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,8.0,-8.0,False,False,11.75
2,Gary Harris,29,4.0,9.0,0.444,1.0,5.0,0.2,2.0,2.0,1.0,3.0,5.0,1.0,0.0,0.0,2.0,11.0,-7.0,False,False,24.75
2,Gary Harris,35,7.0,12.0,0.583,4.0,6.0,0.667,1.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,19.0,-2.0,False,False,35.0
7,Gary Harris,27,3.0,8.0,0.375,1.0,3.0,0.333,0.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,2.0,7.0,3.0,False,False,16.25
4,Gary Harris,16,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,-21.0,False,False,1.5
6,Gary Harris,22,6.0,11.0,0.545,3.0,6.0,0.5,3.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,5.0,18.0,-9.0,False,False,22.75
7,Gary Harris,23,3.0,5.0,0.6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,False,False,12.25
2,Gary Trent Jr.,36,5.0,12.0,0.417,4.0,8.0,0.5,5.0,7.0,0.714,5.0,0.0,1.0,0.0,1.0,1.0,19.0,3.0,False,False,28.75
2,Gary Trent Jr.,32,7.0,12.0,0.583,2.0,4.0,0.5,3.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,19.0,-2.0,False,False,36.75
3,Gary Trent Jr.,32,6.0,15.0,0.4,2.0,7.0,0.286,0.0,0.0,0.0,4.0,3.0,1.0,0.0,2.0,0.0,14.0,-25.0,False,False,25.5
2,Gary Trent Jr.,26,9.0,17.0,0.529,2.0,6.0,0.333,4.0,4.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,24.0,35.0,False,False,35.75
0,Gary Trent Jr.,36,7.0,16.0,0.438,2.0,6.0,0.333,5.0,6.0,0.833,2.0,2.0,1.0,0.0,0.0,0.0,21.0,28.0,False,False,29.5
2,Gary Trent Jr.,35,11.0,16.0,0.688,5.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,27.0,2.0,False,False,32.5
2,Gary Trent Jr.,36,3.0,12.0,0.25,1.0,7.0,0.143,5.0,6.0,0.833,0.0,0.0,1.0,0.0,2.0,2.0,12.0,-7.0,False,False,13.5
7,Gary Trent Jr.,25,4.0,9.0,0.444,2.0,5.0,0.4,4.0,5.0,0.8,7.0,1.0,1.0,0.0,3.0,4.0,14.0,2.0,False,False,25.75
4,Gary Trent Jr.,19,1.0,13.0,0.077,0.0,5.0,0.0,4.0,6.0,0.667,1.0,0.0,1.0,1.0,1.0,1.0,6.0,-17.0,False,False,10.75
3,Gary Trent Jr.,35,6.0,16.0,0.375,2.0,7.0,0.286,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,-9.0,False,False,18.25
0,Gary Trent Jr.,42,7.0,19.0,0.368,4.0,12.0,0.333,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,18.0,5.0,False,False,25.75
1,Gary Trent Jr.,38,7.0,18.0,0.389,5.0,12.0,0.417,4.0,6.0,0.667,1.0,2.0,2.0,1.0,1.0,3.0,23.0,-6.0,False,False,35.25
1,Gary Trent Jr.,30,6.0,19.0,0.316,1.0,8.0,0.125,6.0,9.0,0.667,1.0,3.0,3.0,0.0,3.0,1.0,19.0,-12.0,False,False,29.75
4,Gary Trent Jr.,23,4.0,10.0,0.4,0.0,2.0,0.0,4.0,5.0,0.8,2.0,1.0,1.0,0.0,0.0,1.0,12.0,-8.0,False,False,18.0
3,Gary Trent Jr.,27,3.0,12.0,0.25,1.0,5.0,0.2,2.0,2.0,1.0,4.0,3.0,4.0,0.0,1.0,1.0,9.0,2.0,False,False,26.5
3,Gary Trent Jr.,29,4.0,8.0,0.5,1.0,4.0,0.25,2.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,4.0,11.0,2.0,False,False,19.75
4,Gary Trent Jr.,20,4.0,11.0,0.364,1.0,5.0,0.2,3.0,5.0,0.6,3.0,0.0,1.0,0.0,0.0,0.0,12.0,-25.0,False,False,18.25
6,Gary Trent Jr.,33,12.0,20.0,0.6,6.0,11.0,0.545,5.0,7.0,0.714,1.0,1.0,3.0,0.0,1.0,1.0,35.0,-15.0,False,False,46.25
7,George Hill,18,3.0,6.0,0.5,1.0,4.0,0.25,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,4.0,7.0,-5.0,False,False,14.75
6,George Hill,26,4.0,10.0,0.4,2.0,6.0,0.333,2.0,3.0,0.667,4.0,2.0,0.0,0.0,0.0,2.0,12.0,6.0,False,False,21.0
7,George Hill,15,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,5.0,0.0,False,False,10.5
6,George Hill,29,2.0,3.0,0.667,0.0,1.0,0.0,4.0,4.0,1.0,3.0,4.0,1.0,0.0,1.0,3.0,8.0,12.0,False,False,19.25
6,George Hill,23,3.0,4.0,0.75,2.0,3.0,0.667,1.0,2.0,0.5,2.0,6.0,0.0,0.0,0.0,2.0,9.0,20.0,False,False,21.5
6,George Hill,35,3.0,6.0,0.5,1.0,1.0,1.0,5.0,6.0,0.833,2.0,5.0,3.0,0.0,1.0,1.0,12.0,-4.0,False,False,28.0
7,George Hill,19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,5.0,False,False,19.75
6,George Hill,25,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,-3.0,False,False,11.25
7,George Hill,18,3.0,7.0,0.429,2.0,4.0,0.5,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,-13.0,False,False,12.25
6,George Hill,27,1.0,9.0,0.111,0.0,5.0,0.0,3.0,4.0,0.75,2.0,4.0,0.0,1.0,1.0,1.0,5.0,-1.0,False,False,15.0
7,George Hill,20,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,False,False,4.25
6,Georges Niang,23,2.0,8.0,0.25,1.0,7.0,0.143,4.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,9.0,-18.0,False,False,17.75
6,Georges Niang,23,6.0,8.0,0.75,5.0,7.0,0.714,1.0,2.0,0.5,1.0,2.0,0.0,0.0,1.0,1.0,18.0,-2.0,False,False,24.25
6,Georges Niang,27,7.0,11.0,0.636,7.0,10.0,0.7,0.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,2.0,21.0,7.0,False,False,33.5
6,Georges Niang,21,4.0,7.0,0.571,3.0,6.0,0.5,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,13.0,13.0,False,False,20.75
7,Georges Niang,19,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,4.0,5.0,10.0,False,False,12.75
7,Georges Niang,18,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,-11.0,False,False,12.0
